user,variable1,variable2
wordsundress,29.106206,-28.235072
blythpulse,31.048744,-24.368642
musicalchampagne,25.528286,-30.562164
xslhopeful,28.246,-26.139166
smackswallow,26.718003,-26.871064
expecteffective,24.765167,-28.802834
driftmvc,27.725667,-26.080978
submittedwavelength,27.315761,-27.660617
dialgraft,23.411388,-27.456667
alloweruptions,17.094006,-29.688403
loindecorate,27.926133,-25.938514
farrowcetti,26.184575,-26.175672
burritoscarriage,29.696544,-23.159911
completionskylark,18.160278,-32.968889
mtvgrosbeak,29.749722,-28.581667
copalinstruct,29.440158,-25.684775
fattyoddball,30.343019,-30.857408
peacefulceaseless,29.283122,-24.989114
copalinstruct,29.778528,-27.079253
pleasinghoop,-49.9383,69.2225
disjointtoday,31.565828,-25.473603
compareas,26.908978,-25.704458
frequencywould,32.044275,-27.626086
gilletteclammy,29.976894,-27.770586
historypant,28.434944,-24.686056
tubingwheatear,20.250681,-34.554861
smackswallow,22.188978,-33.606967
upbeatodd,25.617275,-33.984919
gogglesknacker,23.327778,-34.090279
singesculptor,31.15539,-23.937166
popmatrices,29.484422,-23.926089
rigelpaunchy,29.519786,-31.605886
wordsundress,30.398667,-29.648975
croutonwrack,27.173358,-25.333822
trapdoormongrel,29.458611,-23.845306
smackswallow,27.0819,-26.670994
ceilinjuries,27.503417,-26.889344
translatecyclist,26.882206,-31.920197
globeshameful,32.092111,-28.741039
sortinterior,27.271119,-25.6443
binomialapathetic,19.902828,-33.812181
upbeatodd,17.939611,-29.689333
dweebspices,29.170144,-26.524083
replacedbevy,17.969331,-32.964067
latticelaboratory,28.397508,-26.248411
easybobolink,28.164631,-25.809717
tyrespan,22.999278,-27.648606
lickerbond,20.474611,-34.048222
radicandoceanic,31.588731,-24.960944
snaildossier,22.993178,-28.260028
cuboidpass,26.157564,-29.032928
gravelscientific,29.338778,-26.776556
spiritedjump,30.329306,-23.824417
micaassistant,31.416519,-28.320586
stunassured,21.260239,-28.399097
spiritedjump,28.674289,-31.547903
completionskylark,24.728756,-26.982408
dialgraft,31.058406,-29.770606
eminentallergy,18.544789,-31.640961
lickerbond,27.960756,-26.566372
barnevidence,28.224231,-25.653858
snowdonevasive,29.192019,-25.832294
parallelconcerned,28.2225,-25.83
copalinstruct,26.669586,-27.998
specifiedinnovative,18.498297,-33.900244
peacefulceaseless,26.042333,-25.598972
ashamedmuscles,27.474525,-21.159597
burritoscarriage,24.690971,-24.602333
dotwazzack,25.1624,-17.832875
driftmvc,23.431086,-19.972564
loindecorate,25.918208,-24.555225
specifiedinnovative,27.828767,-22.05835
poundingfrustum,15.253031,-4.2517
pipeathlete,15.950094,-0.53135
privacyhaunt,16.037917,1.615994
guavaconfide,11.886597,-4.816028
axlevirtue,31.307519,-26.529022
namibianstabbing,18.518786,4.398475
amuckpoints,15.786369,4.221583
wonderfulscullian,9.805681,1.905469
cobolglaucous,8.708717,3.755267
quadratcranky,-14.393664,-7.969597
poohvireo,57.6836,-20.430235
gruntdrive,63.360983,-19.757658
burntrifle,72.411089,-7.313267
listenerabandoned,9.360528,4.089192
cartridgesbummage,9.719481,4.006081
bunchmeats,14.257361,10.451392
burntrifle,10.750817,5.636919
crepegrape,13.559242,7.357011
phobosstaccato,13.370103,9.335892
instantthwack,10.354583,5.536919
evaporatingplug,10.122639,6.039239
singesculptor,11.523461,3.836039
dampedbrioche,27.89395,-12.572778
specifiedinnovative,25.822692,-17.821756
feverspolystyrene,28.452628,-15.330817
upbeatodd,31.936581,-13.258878
cartridgesbummage,23.162306,-15.254542
farrowcetti,28.664944,-12.998139
binomialapathetic,28.149858,-12.900469
unguardedgiant,43.27185,-11.533661
stunassured,43.7664,-12.298108
cheapersyllable,44.430279,-12.131667
risottospell,45.281113,-12.804722
privacyhaunt,55.510308,-20.8871
moderatohorn,55.423581,-21.320039
decanterbalance,47.478806,-18.79695
gilletteclammy,45.450832,-19.562778
alloweruptions,49.815834,-17.093889
analbar,49.392536,-18.109517
neckedjre,44.317614,-20.28475
chiselleddessicants,49.291747,-12.3494
turnoverlovesick,49.773753,-16.1639
fundingticket,49.620556,-14.651667
planktonuses,48.987978,-13.188431
risottospell,50.320233,-14.999411
micaassistant,47.763783,-14.629694
tweezerscurve,46.351828,-15.667144
raggedshrink,48.314822,-13.312067
flinkjordan,44.481388,-16.741945
frequencywould,49.688332,-15.436666
cleaningburnt,50.174721,-14.278611
eontop,50.002777,-13.375834
cheapersyllable,47.993894,-14.89875
fixnumquicklime,48.632739,-13.484814
gnarledbaggy,46.956111,-25.038056
guavaconfide,47.111736,-21.441558
sociablelemma,47.820614,-22.805286
dweebspices,48.021667,-22.119722
hypergalaxyfibula,48.358317,-21.201772
handywrist,43.375533,-21.753867
twitequiver,43.728453,-23.383369
realtorcaustic,14.247025,-6.269897
bonelliseal,13.403711,-12.609025
epsiloncloning,12.188353,-5.596992
axlevirtue,-65.3034,18.3127
trapdoormongrel,15.760547,-12.808878
disjointtoday,16.947414,-12.404633
unguardedgiant,13.536625,-12.371233
pipetsrockers,13.231178,-8.858375
amuckpoints,16.312406,-9.525086
pancakesgrebe,17.719833,-14.657583
compareas,15.287728,-7.754506
ledgeindeed,13.765528,-10.721956
poundingfrustum,20.431875,-9.689067
fattyoddball,12.371764,-6.141086
sociablelemma,13.575022,-14.924733
burntrifle,19.897672,-11.768086
europiumcentury,15.027822,-7.603067
snaildossier,14.965344,-16.755417
gruntdrive,11.581361,1.543108
sociablelemma,13.673133,-0.665214
troubledseptum,10.245722,-0.704389
babyambitious,11.493195,2.075639
worldlyventuri,8.754383,-0.711739
disjointtoday,9.262694,-1.574733
bunchmeats,12.890908,0.579211
bashrower,9.412283,0.4586
tubingwheatear,13.438036,-1.656156
evaporatingplug,7.411742,1.662936
strungebay,6.712153,0.378175
rubbishbladder,34.907556,-19.796419
nursingrash,35.408544,-23.876431
unicyclistamiable,35.266262,-13.273986
buoyancycowardice,40.671728,-15.033058
actuallyfoot,32.572606,-25.920836
expecteffective,39.563142,-11.672922
neckedjre,40.354875,-11.361789
croutonwrack,37.552067,-13.225053
barnevidence,40.71225,-14.488233
bracesworkable,39.2818,-15.105611
elatedunicorn,40.522492,-12.986753
lymphomamellow,36.869106,-17.8555
ceilinjuries,32.773189,-15.602694
behaveterminal,33.640181,-16.104817
allegatorwafers,34.352369,-14.704617
wonderfulscullian,35.313297,-22.018431
namibianstabbing,52.726247,-7.004783
flinkjordan,53.655844,-5.696697
chichazard,51.176119,-10.109611
peacefulceaseless,55.521839,-4.674342
burntrifle,55.691417,-4.319292
loindecorate,56.278239,-7.134567
driftmvc,20.844333,13.847
mtvgrosbeak,16.071419,8.624406
specifiedinnovative,15.034019,12.133689
colonclipper,19.111078,17.917053
hoovessquares,28.617869,-20.017431
freelysociable,30.924706,-17.751561
hoovessquares,31.57855,-21.008083
fizzlehelp,25.839006,-18.095881
hoursethanoate,31.092847,-17.931806
historypant,28.884981,-16.519761
unbalancedprotoplanet,32.184502,-17.431917
crepegrape,32.627224,-18.997499
dronessomersault,30.859111,-20.055333
xslhopeful,30.088228,-20.289497
agenascientists,29.861911,-19.436394
planktonuses,27.021042,-18.629872
cobolglaucous,34.974014,-15.679053
surmiseteenagers,33.893022,-9.953569
driftmvc,33.468597,-13.014631
amuckpoints,33.781,-13.789378
grabbig,34.011776,-11.44475
cowardlyabout,27.552503,-29.462256
sortinterior,27.503458,-29.304053
smackswallow,15.444569,-4.38575
troubledseptum,15.327342,-4.326689
bashrower,12.351789,-5.930858
synonympatisserie,12.447694,-5.918056
rubbishbladder,17.381683,-3.311319
batchquickest,18.785631,-5.035767
completionskylark,18.288744,0.0226
fattyoddball,20.975283,4.253206
mincegaiters,19.771258,3.235369
bismuthcolloquial,21.650917,4.157639
freelysociable,21.496906,2.170658
fizzlehelp,25.155014,0.5175
snaildossier,27.588253,2.827606
stunassured,30.220833,1.565719
alloweruptions,24.793706,2.818347
fizzlehelp,28.808803,-2.308978
lickerbond,29.238464,-1.670814
bunchmeats,25.915361,-2.919178
chiselleddessicants,27.530889,-11.591333
translatecyclist,25.505714,-10.765886
feverspolystyrene,29.25,-5.875556
deficientclunking,25.252897,-8.642025
alloweruptions,22.469166,-5.900055
apronextension,23.569008,-6.121236
smackswallow,-7.949944,12.533544
ashamedmuscles,-0.005456,16.248433
parallelconcerned,-11.404397,14.481233
nursingrash,-4.079561,14.512803
pancakesgrebe,-3.007583,16.730458
frequencywould,0.977308,20.242983
cuboidpass,-16.652206,13.337961
strungebay,-13.863761,28.452717
fattyoddball,-17.887056,27.814847
starbucksbluetail,-17.755611,28.626478
starbucksbluetail,-15.386586,27.931886
bracesworkable,-13.605225,28.945464
worldlyventuri,-16.572489,28.044475
pancakesgrebe,-16.341536,28.482653
heomicron,-2.956256,35.279817
latticelaboratory,-13.195489,8.616444
meggingswine,-15.1805,11.287917
latticelaboratory,-10.758722,6.289061
duexslt,-10.362311,6.233789
fizzclimbing,-9.546311,30.381353
feverspolystyrene,-11.161347,28.448194
behaviourverbena,-4.977958,33.927261
coatprecious,-5.152903,33.505319
instantthwack,-4.398333,31.9475
cobolglaucous,-5.515125,33.879067
dronessomersault,-1.923986,34.78715
decanterbalance,-7.22145,33.655422
organicmajor,-6.751519,34.051467
rappelarias,-7.589967,33.367467
pipetsrockers,-8.0363,31.606886
raggedshrink,-6.595878,34.298864
dweebspices,-6.909431,30.939053
fixnumquicklime,-3.839525,35.177103
ashamedmuscles,-5.320019,35.594333
surmiseteenagers,-5.916889,35.726917
europiumcentury,-16.281783,12.555617
clucklinnet,-16.746125,12.4102
actuallyfoot,-16.051297,14.146881
flinkjordan,-17.490225,14.739708
amuckpoints,-16.463172,16.050761
replacedbevy,-12.468264,14.847256
burntrifle,-12.220333,12.572292
poundingfrustum,-13.653122,13.736817
blythpulse,-9.637883,16.711294
crepegrape,-11.423547,18.570103
behaviourverbena,-11.406208,16.589983
unicyclistamiable,-7.316567,16.622
tendonwench,-13.507617,16.159547
cartridgesbummage,-15.947956,18.097856
fizzlehelp,-12.207272,15.179692
poundingfrustum,-13.043194,20.506828
worldlyventuri,-17.029956,20.933067
musicalchampagne,-11.588697,25.236697
sociablelemma,-13.569167,10.350556
souffleutility,-10.769825,10.035467
shrillbanjos,-12.28685,11.326058
singesculptor,-22.949444,16.741389
guavaconfide,-22.888897,16.136531
binomialapathetic,-23.213703,15.155928
somethingalbedo,-24.284656,16.588356
clucklinnet,-25.054661,16.833689
looroasting,38.799319,8.977889
alloweruptions,38.726019,9.003681
grabbig,37.590453,6.039389
stairsgobsmacked,38.772833,14.14675
barnevidence,37.321644,11.608075
microwavejar,41.854203,9.6247
geologybeeping,34.563131,8.128764
langeredsubset,37.434047,12.5199
loindecorate,72.8369,3.4833
heomicron,36.816639,7.666094
sortinterior,38.979969,11.975014
quadratcranky,39.533464,13.467367
trapdoormongrel,34.586253,10.01855
opticsdiameter,29.318519,-3.324019
casesslippery,44.088758,9.518167
poundingfrustum,44.941106,10.389167
tubingwheatear,42.459233,-0.377353
babyambitious,-86.1280125,41.9929342
replacedbevy,29.948889,31.183903
burntrifle,31.611722,22.375953
heaterinert,31.405556,30.121944
stairsgobsmacked,30.915445,30.116362
badgefields,33.799436,27.178317
allocatesposts,34.129194,31.068975
turnoverlovesick,32.706583,25.671028
meatsoffbeat,27.221689,31.325356
compareas,32.24,31.279444
dronessomersault,34.0625,28.685278
cranniescigarette,32.819975,23.964356
croutonwrack,33.645517,28.209028
shrillbanjos,35.238928,0.404458
snowdonevasive,34.787297,0.271342
apronextension,34.728892,-0.086139
sectionssqueaky,34.958556,0.971989
epsiloncloning,-81.5775833,39.9750278
rigelpaunchy,35.608692,3.121967
actuallyfoot,40.913097,-2.252417
snowdonevasive,39.59425,-4.034833
burntrifle,36.433528,-0.787953
heaterinert,36.814833,-1.321719
babyambitious,36.862339,-1.277267
fizzclimbing,40.091606,1.733239
latticelaboratory,22.080939,28.795372
eminentallergy,21.438042,28.638458
croutonwrack,10.142647,25.145564
radicandoceanic,23.313958,24.178728
troubledseptum,20.269472,32.096786
popmatrices,14.472525,26.986964
wisefumbling,13.159011,32.663544
babyambitious,19.576444,30.378139
wordsundress,18.527161,30.500013
axlevirtue,15.965567,29.110106
loindecorate,17.934936,29.472567
langeredsubset,9.715305,30.151695
emeraldclippers,17.293858,28.589878
guavaconfide,29.258875,-1.677203
actuallyfoot,30.13945,-1.968628
heomicron,28.90795,-2.462242
ellipticalfabricator,30.430094,19.153867
looroasting,34.336656,11.785889
simplicityfairy,25.32465,13.614892
xslhopeful,36.328842,15.387494
bracesworkable,29.701122,11.138028
globeshameful,30.232675,13.153219
langeredsubset,31.601117,4.872006
flakyunlawful,31.652242,9.558969
quadratcranky,32.553161,15.589497
europiumcentury,36.633333,-3.367794
raggedshrink,39.202625,-6.878111
gnarledbaggy,35.752578,-6.170436
metaiota,35.752114,-7.668633
hypergalaxyfibula,37.074461,-3.429406
croutonwrack,35.818278,-3.376306
badgefields,40.181781,-10.339058
flickcanapes,32.932667,-2.444486
eontop,39.811417,-5.257264
ischemicfrosted,39.071158,-5.092358
rigelpaunchy,39.224886,-6.222025
badgefields,32.443503,0.042386
strungebay,6.792778,51.220278
radicandoceanic,33.622861,1.727578
binomialapathetic,19.720561,41.414742
gammagot,27.515236,42.569583
privacyhaunt,25.712889,43.151444
grabbig,24.850833,42.067806
dampedbrioche,23.406167,42.695194
dampedbrioche,25.655195,42.376667
pipetsrockers,27.825106,43.232072
metaiota,33.62485,34.875117
mtvgrosbeak,32.485731,34.718039
simplicityfairy,32.987861,34.590416
bismuthcolloquial,18.268244,42.561353
dronessomersault,18.636233,45.542169
analbar,18.810156,45.462667
compareas,13.922192,44.893533
pancakesgrebe,14.503756,45.379483
radicandoceanic,14.570267,45.216889
figsql,16.297964,43.538944
nursingrash,16.38125,46.294724
applyingbaker,16.068778,45.742931
troubledseptum,15.346697,44.108269
applyingbaker,15.774361,44.55761
tendonwench,-1.863517,38.948528
mincegaiters,-0.558156,38.282169
duexslt,-2.370097,36.843936
unguardedgiant,-6.034622,43.563567
casesslippery,-4.848878,37.842006
lymphomamellow,-2.910608,43.301097
risottospell,2.078464,41.297078
binomialapathetic,-6.821333,38.89125
binomialapathetic,-8.377256,43.302061
freelysociable,-3.635694,37.133222
looroasting,2.760547,41.900969
coatprecious,-3.777356,37.188731
copalinstruct,-3.723833,40.294139
compareas,1.373117,38.872858
earmarinated,-6.060111,36.744622
bunchmeats,-0.812389,37.774972
casesslippery,23.148986,37.298792
evaporatingplug,-3.566764,40.493556
frequencywould,-4.499106,36.6749
compareas,4.218647,39.862597
loindecorate,-5.615944,37.174917
popmatrices,-3.503333,39.9375
buoyancycowardice,-1.646331,42.770039
quadratcranky,-1.230319,37.951111
farrowcetti,1.167172,41.147392
specifiedinnovative,-6.349458,36.645211
geologybeeping,-5.501986,40.952117
microwavejar,2.702778,39.598889
geologybeeping,2.738808,39.551675
gammagot,4.258333,39.862222
rubbishbladder,-1.790611,43.356519
strungebay,-8.415144,42.896333
spiritedjump,1.409167,42.338611
metaiota,-3.445872,40.496747
burntrifle,-0.481625,39.489314
twitequiver,-4.851944,41.706111
turnoverlovesick,-3.785144,40.370678
decanterbalance,-2.724469,42.882836
figsql,-8.626775,42.2318
bunchmeats,-3.820006,43.427064
specifiedinnovative,-1.041553,41.666242
compareas,-5.893106,37.418
dotwazzack,1.954764,50.962097
cleaningburnt,3.029578,49.868547
dronessomersault,3.006786,48.596219
evaporatingplug,-0.387444,48.545836
lickerbond,2.697661,49.971531
worldlyventuri,1.620587,50.517385
chiselleddessicants,3.461264,50.325808
europiumcentury,2.387075,49.873019
actuallyfoot,0.590556,44.174721
tyrespan,-1.125,44.533333
badgefields,-0.715556,44.828335
snaildossier,0.518611,44.825279
chiselleddessicants,1.3675,43.545555
handywrist,-0.3175,45.658333
alloweruptions,0.306666,46.587745
ytterbiumprovincial,2.363964,46.222644
impetuousfurbelows,1.179444,45.862778
gilletteclammy,-0.5075,43.911667
fattyoddball,-0.401503,46.311303
ceilinjuries,1.363819,43.629075
smackswallow,-0.418611,43.38
dronessomersault,1.263333,43.448891
strungebay,-0.006439,43.178675
neckedjre,0.221456,45.729247
applyingbaker,1.469167,45.150833
meatsoffbeat,0.815556,45.198055
peacefulceaseless,-1.523325,43.468419
flakyunlawful,1.475278,44.351387
rubbishbladder,1.10315,43.007764
singesculptor,-1.110833,44.59639
unicyclistamiable,2.113056,43.913887
freelysociable,2.289183,43.55625
cuboidpass,1.499167,43.586113
worldlyventuri,3.183,43.989342
surmiseteenagers,2.010833,43.771111
unbalancedprotoplanet,2.482672,44.407869
easybobolink,2.423889,45.534721
gogglesknacker,0.758889,44.396946
rubbishbladder,-0.9725,45.628056
radicandoceanic,-1.174444,44.146111
singesculptor,-0.245278,43.709444
unbalancedprotoplanet,1.378042,44.025694
instantthwack,0.601667,43.687778
flakyunlawful,-0.134722,44.982498
flakyunlawful,1.695833,43.090556
stairsgobsmacked,0.200514,44.498919
rigelpaunchy,-0.983056,45.887779
starbucksbluetail,-2.921244,48.056789
freelysociable,2.393055,47.474167
binomialapathetic,-3.664717,48.052508
evaporatingplug,-1.1775,47.408056
hypergalaxyfibula,4.482222,48.429764
smackswallow,7.359011,48.109853
canalhateful,4.893425,47.005886
copalinstruct,5.42725,47.039014
farrowcetti,3.392222,47.992222
europiumcentury,5.469047,49.122383
peacefulceaseless,4.372192,44.544236
analbar,3.762889,45.080689
instantthwack,2.993611,45.076389
micaassistant,5.292028,46.20089
cranniescigarette,4.634906,45.901947
applyingbaker,3.423725,46.534581
nursingrash,2.745278,43.823334
poohvireo,2.515,44.177776
starbucksbluetail,6.251319,48.982142
alloweruptions,9.483731,42.552664
hoursethanoate,8.793189,42.530753
dronessomersault,9.097777,41.500557
musicalchampagne,8.802917,41.923637
cranniescigarette,8.889747,41.660558
peacefulceaseless,9.406,41.924416
analbar,9.193055,42.29361
decanterbalance,3.497111,47.850193
sociablelemma,5.880225,45.63805
meatsoffbeat,3.169169,45.786661
moderatohorn,2.370278,47.058056
microwavejar,5.975761,45.56105
gogglesknacker,4.817633,46.826108
tyrespan,6.268386,46.191972
neckedjre,5.090833,45.726387
sortinterior,4.795767,46.295103
burritoscarriage,4.013264,46.412536
organicmajor,4.001389,46.058334
twitequiver,6.098764,45.929233
wisefumbling,5.329375,45.362944
dweebspices,2.570486,46.352525
producecoven,4.9699,44.921594
heomicron,3.403736,46.169689
bluetailgodwottery,2.421944,44.891388
opticsdiameter,1.730667,46.862194
decanterbalance,4.944275,45.727172
carrionscream,5.367778,43.505554
gammagot,6.387139,43.384672
rappelarias,6.953478,43.54205
neighborlyrook,4.296389,45.540554
quadratcranky,4.923844,43.522736
listenerabandoned,2.306317,43.215978
rigelpaunchy,5.213611,43.435555
historypant,7.215872,43.658411
gruntdrive,4.866717,44.140481
latticelaboratory,2.870667,42.740442
parallelconcerned,5.785189,43.252506
figsql,4.142122,44.069656
bonelliseal,3.963014,43.576194
poundingfrustum,3.353903,43.323522
wonderfulscullian,4.901831,43.9073
